material_name,material_type,UTS_MPa,Elongation_pct,Elastic_Mod_MPa,Shear_Mod_MPa,Density_gcm3,Thermal_Cond,Brinell_Hard,Poisson_ratio,Max_Temp_F,Embodied_Energy,Mo_max,Ni_max,Fe_max,Ti_max,N_max
Steel 25L GOST 977-88,Steel / Metal,441.0,19.0,205000.0,79000.0,7.83,,170.0,0.3,,,,,,,
Steel 30L GOST 977-88,Steel / Metal,471.0,17.0,210000.0,81000.0,7.81,,170.0,0.3,,,,,,,
Steel 35L GOST 977-88,Steel / Metal,491.0,15.0,212000.0,82000.0,7.83,,170.0,0.29,,,,,,,
Steel 40L GOST 977-88,Steel / Metal,520.0,14.0,215000.0,83000.0,7.81,,170.0,0.3,,,,,,,
Steel 45L GOST 977-88,Steel / Metal,540.0,12.0,215000.0,83000.0,7.8,,170.0,0.3,,,,,,,
Steel 50L GOST 977-88,Steel / Metal,569.0,11.0,219000.0,85000.0,7.82,,170.0,0.29,,,,,,,
Steel 20GL GOST 977-88,Steel / Metal,540.0,18.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 35GL GOST 977-88,Steel / Metal,540.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 35GL GOST 977-88,Steel / Metal,589.0,17.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 30GSL GOST 977-88,Steel / Metal,589.0,14.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 30GSL GOST 977-88,Steel / Metal,638.0,17.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 20G1FL GOST 977-88,Steel / Metal,510.0,17.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 20FL GOST 977-88,Steel / Metal,491.0,18.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 30ChGSFL GOST 977-88,Steel / Metal,589.0,15.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 45FL GOST 977-88,Steel / Metal,589.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 20ChML GOST 977-88,Steel / Metal,441.0,18.0,215000.0,83000.0,7.8,,170.0,0.3,,,,,,,
Steel 20ChMFL GOST 977-88,Steel / Metal,491.0,16.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 35ChML GOST 977-88,Steel / Metal,589.0,12.0,215000.0,83000.0,7.84,,170.0,0.3,,,,,,,
Steel 30ChNML GOST 977-88,Steel / Metal,687.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 35ChGSL GOST 977-88,Steel / Metal,589.0,14.0,215000.0,83000.0,7.8,,170.0,0.3,,,,,,,
Steel 35ChGSL GOST 977-88,Steel / Metal,785.0,17.0,215000.0,83000.0,7.8,,170.0,0.3,,,,,,,
Steel 20DChL GOST 977-88,Steel / Metal,491.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 08GDNFL GOST 977-88,Steel / Metal,441.0,18.0,212000.0,82000.0,7.82,,170.0,0.29,,,,,,,
Steel 12DN2FL GOST 977-88,Steel / Metal,638.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 25L GOST 977-88,Steel / Metal,491.0,22.0,205000.0,79000.0,7.83,,170.0,0.3,,,,,,,
Steel 30L GOST 977-88,Steel / Metal,491.0,17.0,205000.0,79000.0,7.81,,170.0,0.3,,,,,,,
Steel 35L GOST 977-88,Steel / Metal,540.0,16.0,205000.0,79000.0,7.83,,170.0,0.3,,,,,,,
Steel 40L GOST 977-88,Steel / Metal,540.0,14.0,205000.0,79000.0,7.81,,170.0,0.3,,,,,,,
Steel 45L GOST 977-88,Steel / Metal,589.0,10.0,205000.0,79000.0,7.8,,170.0,0.3,,,,,,,
Steel 50L GOST 977-88,Steel / Metal,736.0,14.0,205000.0,79000.0,7.82,,170.0,0.3,,,,,,,
Steel 20GL GOST 977-88,Steel / Metal,530.0,14.0,205000.0,79000.0,7.82,,170.0,0.3,,,,,,,
Steel 30GSL GOST 977-88,Steel / Metal,638.0,14.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 30ChGSFL GOST 977-88,Steel / Metal,785.0,14.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 45FL GOST 977-88,Steel / Metal,638.0,10.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 32Ch06L GOST 977-88,Steel / Metal,638.0,12.0,205000.0,79000.0,7.85,,170.0,0.3,,,,,,,
Steel 20GNMFL GOST 977-88,Steel / Metal,687.0,14.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 35ChML GOST 977-88,Steel / Metal,687.0,12.0,205000.0,79000.0,7.84,,170.0,0.3,,,,,,,
Steel 30ChNML GOST 977-88,Steel / Metal,785.0,10.0,205000.0,79000.0,7.82,,170.0,0.3,,,,,,,
Steel 35ChGSL GOST 977-88,Steel / Metal,785.0,10.0,205000.0,79000.0,7.8,,170.0,0.3,,,,,,,
Steel 35NGML GOST 977-88,Steel / Metal,736.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 12DN2FL GOST 977-88,Steel / Metal,785.0,12.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 12DChN1MFL GOST 977-88,Steel / Metal,981.0,10.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 23ChGS2MFL GOST 977-88,Steel / Metal,1275.0,6.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 12Ch7G3SL GOST 977-88,Steel / Metal,1324.0,9.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 25Ch2GNMFL2 GOST 977-88,Steel / Metal,1275.0,5.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 27Ch5GSML GOST 977-88,Steel / Metal,1472.0,5.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 30Ch3S3GML GOST 977-88,Steel / Metal,1766.0,4.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 03N12Ch5M3TL GOST 977-88,Steel / Metal,1324.0,8.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 03N12Ch5M3TJuL GOST 977-88,Steel / Metal,1472.0,8.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 40ChL GOST 977-88,Steel / Metal,638.0,17.0,219000.0,85000.0,7.84,,170.0,0.29,,,,,,,
Steel 50ChFA GOST 14959-79,Steel / Metal,1270.0,8.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Steel 50ChGA GOST 14959-79,Steel / Metal,1270.0,7.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 35MF6,Steel / Metal,630.0,14.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF A34-2,Steel / Metal,330.0,27.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF E28-4,Steel / Metal,400.0,23.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF A60-2,Steel / Metal,590.0,15.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF A70-2,Steel / Metal,690.0,10.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF XC18,Steel / Metal,440.0,21.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF XC32,Steel / Metal,570.0,18.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF XC38H1,Steel / Metal,630.0,17.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF XC42TS,Steel / Metal,670.0,16.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF XC48H1,Steel / Metal,710.0,15.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 52M4TS,Steel / Metal,710.0,14.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 51S7,Steel / Metal,1500.0,6.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 16MC5,Steel / Metal,980.0,9.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 20MC5,Steel / Metal,1200.0,7.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 50CV4,Steel / Metal,1320.0,7.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 40CAD612,Steel / Metal,900.0,13.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 30CD12,Steel / Metal,1030.0,10.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 16NC6,Steel / Metal,1100.0,9.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 18NCD6,Steel / Metal,1200.0,8.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF 30CND8,Steel / Metal,1030.0,12.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z12C13,Steel / Metal,630.0,16.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z20C13,Steel / Metal,730.0,14.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z30C13,Steel / Metal,830.0,11.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z10C13,Steel / Metal,590.0,16.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z6CN1809,Steel / Metal,510.0,45.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z2CN1810,Steel / Metal,450.0,45.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z15CN2413,Steel / Metal,540.0,30.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z12NCS3516,Steel / Metal,590.0,30.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z2CND1712,Steel / Metal,470.0,45.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
NF Z2CND1713,Steel / Metal,480.0,45.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS STKM12A,Steel / Metal,340.0,35.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SS400,Steel / Metal,400.0,17.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SM52OC,Steel / Metal,520.0,19.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS STKM16A,Steel / Metal,510.0,20.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS STKM16C,Steel / Metal,620.0,12.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SM570,Steel / Metal,570.0,20.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS S15C,Steel / Metal,440.0,12.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS S25C,Steel / Metal,480.0,21.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS S30C,Steel / Metal,540.0,20.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS S58C,Steel / Metal,780.0,13.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SCr430,Steel / Metal,770.0,14.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUP9,Steel / Metal,1226.0,9.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SCM445,Steel / Metal,860.0,12.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUP10,Steel / Metal,1226.0,10.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SNCM630,Steel / Metal,1200.0,9.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS403,Steel / Metal,588.0,25.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS405,Steel / Metal,412.0,20.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS410,Steel / Metal,539.0,25.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS420J1,Steel / Metal,637.0,20.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS420J2,Steel / Metal,735.0,12.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS431,Steel / Metal,785.0,15.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUS304,Steel / Metal,520.0,40.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUH1,Steel / Metal,930.0,15.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUH330,Steel / Metal,560.0,40.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUH310,Steel / Metal,590.0,40.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
JIS SUH35,Steel / Metal,880.0,8.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Polymer_0,Polymer,,,,,0.883356872,0.304049871,,,,,,,,,
Polymer_1,Polymer,,,,,0.865138951,0.230866797,,,,,,,,,
Polymer_2,Polymer,,,,,0.742358507,0.320934176,,,,,,,,,
Polymer_3,Polymer,,,,,1.076752211,0.185906754,,,,,,,,,
Polymer_4,Polymer,,,,,0.776287524,0.284244599,,,,,,,,,
Polymer_5,Polymer,,,,,1.042090871,0.264801989,,,,,,,,,
Polymer_6,Polymer,,,,,1.010292342,0.298685003,,,,,,,,,
Polymer_7,Polymer,,,,,1.016829963,0.274746743,,,,,,,,,
Polymer_8,Polymer,,,,,1.258571666,0.171830845,,,,,,,,,
Polymer_9,Polymer,,,,,0.850539749,0.237962753,,,,,,,,,
Polymer_10,Polymer,,,,,1.003981727,0.250969245,,,,,,,,,
Polymer_11,Polymer,,,,,1.050823811,0.236932175,,,,,,,,,
Polymer_12,Polymer,,,,,1.035217626,0.232246101,,,,,,,,,
Polymer_13,Polymer,,,,,0.883044552,0.303711437,,,,,,,,,
Polymer_14,Polymer,,,,,0.870773195,0.289325665,,,,,,,,,
Polymer_15,Polymer,,,,,0.853346172,0.336324709,,,,,,,,,
Polymer_16,Polymer,,,,,0.959011341,0.573236329,,,,,,,,,
Polymer_17,Polymer,,,,,0.891055243,0.266947942,,,,,,,,,
Polymer_18,Polymer,,,,,0.876838662,0.244482147,,,,,,,,,
Polymer_19,Polymer,,,,,0.868416895,0.263602776,,,,,,,,,
Polymer_20,Polymer,,,,,0.867588794,0.271936281,,,,,,,,,
Polymer_21,Polymer,,,,,1.251976494,0.255175548,,,,,,,,,
Polymer_22,Polymer,,,,,1.150760389,0.222112653,,,,,,,,,
Polymer_23,Polymer,,,,,1.034629356,0.218613254,,,,,,,,,
Polymer_24,Polymer,,,,,1.092477839,0.225814865,,,,,,,,,
Polymer_25,Polymer,,,,,1.065852977,0.244933508,,,,,,,,,
Polymer_26,Polymer,,,,,0.8495405,0.235767575,,,,,,,,,
Polymer_27,Polymer,,,,,0.866168537,0.257522564,,,,,,,,,
Polymer_28,Polymer,,,,,0.850100168,0.278102134,,,,,,,,,
Polymer_29,Polymer,,,,,1.017027333,0.209330511,,,,,,,,,
Polymer_30,Polymer,,,,,1.123124794,0.170800563,,,,,,,,,
Polymer_31,Polymer,,,,,1.035052361,0.225130935,,,,,,,,,
Polymer_32,Polymer,,,,,1.00581957,0.210673224,,,,,,,,,
Polymer_33,Polymer,,,,,1.068360477,0.32743928,,,,,,,,,
Polymer_34,Polymer,,,,,1.133082066,0.308291763,,,,,,,,,
Polymer_35,Polymer,,,,,1.289378324,0.262578056,,,,,,,,,
Polymer_36,Polymer,,,,,1.211912125,0.233545227,,,,,,,,,
Polymer_37,Polymer,,,,,1.230142757,0.335151924,,,,,,,,,
Polymer_38,Polymer,,,,,1.30038156,0.439609719,,,,,,,,,
Polymer_39,Polymer,,,,,1.200829298,0.288072027,,,,,,,,,
Polymer_40,Polymer,,,,,1.207196695,0.254775725,,,,,,,,,
Polymer_41,Polymer,,,,,1.251502611,0.283388677,,,,,,,,,
Polymer_42,Polymer,,,,,1.288525485,0.316497691,,,,,,,,,
Polymer_43,Polymer,,,,,1.285201084,0.229940242,,,,,,,,,
Polymer_44,Polymer,,,,,1.294258311,0.228261215,,,,,,,,,
Polymer_45,Polymer,,,,,1.160979338,0.295505091,,,,,,,,,
Polymer_46,Polymer,,,,,1.209449516,0.29891003,,,,,,,,,
Polymer_47,Polymer,,,,,1.224361443,0.279921661,,,,,,,,,
Polymer_48,Polymer,,,,,1.233967696,0.251191461,,,,,,,,,
Polymer_49,Polymer,,,,,1.262452899,0.321091285,,,,,,,,,
Polymer_50,Polymer,,,,,1.335659721,0.282111699,,,,,,,,,
Polymer_51,Polymer,,,,,1.306231148,0.32622674,,,,,,,,,
Polymer_52,Polymer,,,,,1.303485145,0.322281096,,,,,,,,,
Polymer_53,Polymer,,,,,1.298210162,0.351158377,,,,,,,,,
Polymer_54,Polymer,,,,,1.001467547,0.204282612,,,,,,,,,
Polymer_55,Polymer,,,,,1.095689324,0.259917753,,,,,,,,,
Polymer_56,Polymer,,,,,1.052850236,0.210939398,,,,,,,,,
Polymer_57,Polymer,,,,,1.094593488,0.220094916,,,,,,,,,
Polymer_58,Polymer,,,,,1.063182588,0.222803856,,,,,,,,,
Polymer_59,Polymer,,,,,1.335670182,0.189395669,,,,,,,,,
Polymer_60,Polymer,,,,,1.203391937,0.373595654,,,,,,,,,
Polymer_61,Polymer,,,,,1.145826917,0.3105729,,,,,,,,,
Polymer_62,Polymer,,,,,1.18302384,0.299180817,,,,,,,,,
Polymer_63,Polymer,,,,,1.240794321,0.374004427,,,,,,,,,
Polymer_64,Polymer,,,,,1.278260146,0.331274593,,,,,,,,,
Polymer_65,Polymer,,,,,1.280037721,0.299190121,,,,,,,,,
Polymer_66,Polymer,,,,,1.21870301,0.229606072,,,,,,,,,
Polymer_67,Polymer,,,,,1.135742607,0.227667352,,,,,,,,,
Polymer_68,Polymer,,,,,1.153645492,0.253414349,,,,,,,,,
Polymer_69,Polymer,,,,,1.231157372,0.272615302,,,,,,,,,
Polymer_70,Polymer,,,,,1.220747915,0.27875452,,,,,,,,,
Polymer_71,Polymer,,,,,1.281940946,0.293057796,,,,,,,,,
Polymer_72,Polymer,,,,,1.149765843,0.236433639,,,,,,,,,
Polymer_73,Polymer,,,,,1.249194838,0.240362753,,,,,,,,,
Polymer_74,Polymer,,,,,1.228224345,0.33194566,,,,,,,,,
Polymer_75,Polymer,,,,,1.236641993,0.261879265,,,,,,,,,
Polymer_76,Polymer,,,,,1.29107138,0.230541679,,,,,,,,,
Polymer_77,Polymer,,,,,1.237241822,0.253248203,,,,,,,,,
Polymer_78,Polymer,,,,,1.267940386,0.237456292,,,,,,,,,
Polymer_79,Polymer,,,,,1.231381223,0.3325687,,,,,,,,,
Polymer_80,Polymer,,,,,1.248995932,0.253404651,,,,,,,,,
Polymer_81,Polymer,,,,,1.276055396,0.282680928,,,,,,,,,
Polymer_82,Polymer,,,,,1.20397476,0.256559347,,,,,,,,,
Polymer_83,Polymer,,,,,1.892081877,0.119922243,,,,,,,,,
Polymer_84,Polymer,,,,,1.779887798,0.09864473,,,,,,,,,
Polymer_85,Polymer,,,,,1.710360798,0.104992442,,,,,,,,,
Polymer_86,Polymer,,,,,1.696241974,0.143872872,,,,,,,,,
Polymer_87,Polymer,,,,,1.816452345,0.11540703,,,,,,,,,
Polymer_88,Polymer,,,,,1.687186152,0.096025647,,,,,,,,,
Polymer_89,Polymer,,,,,1.609094369,0.109340544,,,,,,,,,
Polymer_90,Polymer,,,,,1.27745434,0.209551814,,,,,,,,,
Polymer_91,Polymer,,,,,1.726335987,0.113432798,,,,,,,,,
Polymer_92,Polymer,,,,,1.071664337,0.198937871,,,,,,,,,
Polymer_93,Polymer,,,,,1.750235753,0.115882336,,,,,,,,,
Polymer_94,Polymer,,,,,1.029484838,0.269690871,,,,,,,,,
Polymer_95,Polymer,,,,,0.874167946,0.203928088,,,,,,,,,
Polymer_96,Polymer,,,,,0.882335598,0.223844824,,,,,,,,,
Polymer_97,Polymer,,,,,0.947492501,0.217127213,,,,,,,,,
Polymer_98,Polymer,,,,,0.889659735,0.222144713,,,,,,,,,
Polymer_99,Polymer,,,,,0.920915603,0.227848602,,,,,,,,,
Polymer_100,Polymer,,,,,0.906495665,0.232191511,,,,,,,,,
Polymer_101,Polymer,,,,,0.905549579,0.2476222,,,,,,,,,
Polymer_102,Polymer,,,,,1.094086295,0.16724356,,,,,,,,,
Polymer_103,Polymer,,,,,1.266513017,0.302701509,,,,,,,,,
Polymer_104,Polymer,,,,,1.02787783,0.19889562,,,,,,,,,
Polymer_105,Polymer,,,,,0.836805812,0.236350165,,,,,,,,,
Polymer_106,Polymer,,,,,0.831701925,0.254887827,,,,,,,,,
Polymer_107,Polymer,,,,,0.8235685,0.264498348,,,,,,,,,
Polymer_108,Polymer,,,,,0.991092314,0.201063991,,,,,,,,,
Polymer_109,Polymer,,,,,0.974159692,0.212146266,,,,,,,,,
Polymer_110,Polymer,,,,,1.193983784,0.210118729,,,,,,,,,
Polymer_111,Polymer,,,,,1.033055843,0.214253377,,,,,,,,,
Polymer_112,Polymer,,,,,1.055775059,0.174256665,,,,,,,,,
Polymer_113,Polymer,,,,,0.990367795,0.214601581,,,,,,,,,
Polymer_114,Polymer,,,,,0.977791197,0.223797866,,,,,,,,,
Polymer_115,Polymer,,,,,0.87060676,0.239525744,,,,,,,,,
Polymer_116,Polymer,,,,,0.966492654,0.268835353,,,,,,,,,
Polymer_117,Polymer,,,,,0.844525133,0.238234779,,,,,,,,,
Polymer_118,Polymer,,,,,0.818195516,0.243076256,,,,,,,,,
Polymer_119,Polymer,,,,,1.54254368,0.148188116,,,,,,,,,
Polymer_120,Polymer,,,,,0.955616256,0.207223659,,,,,,,,,
Polymer_121,Polymer,,,,,0.902118305,0.22250314,,,,,,,,,
Polymer_122,Polymer,,,,,0.92469499,0.206248478,,,,,,,,,
Polymer_123,Polymer,,,,,0.964538381,0.20669134,,,,,,,,,
Polymer_124,Polymer,,,,,0.83573244,0.25877338,,,,,,,,,
Polymer_125,Polymer,,,,,1.046677705,0.227307045,,,,,,,,,
Polymer_126,Polymer,,,,,1.032572569,0.26561373,,,,,,,,,
Polymer_127,Polymer,,,,,0.91707896,0.222675631,,,,,,,,,
Polymer_128,Polymer,,,,,0.945283927,0.225007493,,,,,,,,,
Polymer_129,Polymer,,,,,0.971181484,0.219884069,,,,,,,,,
Polymer_130,Polymer,,,,,1.303707229,0.351557632,,,,,,,,,
Polymer_131,Polymer,,,,,1.129183952,0.249473618,,,,,,,,,
Polymer_132,Polymer,,,,,1.633953683,0.102567279,,,,,,,,,
Polymer_133,Polymer,,,,,1.596822382,0.108082679,,,,,,,,,
Polymer_134,Polymer,,,,,1.597661628,0.115357789,,,,,,,,,
Polymer_135,Polymer,,,,,1.536822752,0.132233355,,,,,,,,,
Polymer_136,Polymer,,,,,0.971035325,0.228960032,,,,,,,,,
Polymer_137,Polymer,,,,,1.018190946,0.251403563,,,,,,,,,
Polymer_138,Polymer,,,,,0.986288422,0.208176754,,,,,,,,,
Polymer_139,Polymer,,,,,1.064568208,0.261966182,,,,,,,,,
Polymer_140,Polymer,,,,,1.563652716,0.134586462,,,,,,,,,
Polymer_141,Polymer,,,,,1.493383044,0.143562058,,,,,,,,,
Polymer_142,Polymer,,,,,1.535446377,0.149880398,,,,,,,,,
Polymer_143,Polymer,,,,,0.997194883,0.241958713,,,,,,,,,
Polymer_144,Polymer,,,,,1.418541441,0.164710423,,,,,,,,,
Polymer_145,Polymer,,,,,1.087141868,0.263380595,,,,,,,,,
Polymer_146,Polymer,,,,,1.030160522,0.245170112,,,,,,,,,
Polymer_147,Polymer,,,,,1.001402306,0.255094023,,,,,,,,,
Polymer_148,Polymer,,,,,0.963879959,0.259092425,,,,,,,,,
Polymer_149,Polymer,,,,,0.948837806,0.258296751,,,,,,,,,
Polymer_150,Polymer,,,,,0.942140506,0.283339543,,,,,,,,,
Polymer_151,Polymer,,,,,0.913403657,0.309141226,,,,,,,,,
Polymer_152,Polymer,,,,,0.905452429,0.313712263,,,,,,,,,
Polymer_153,Polymer,,,,,0.898806002,0.333661973,,,,,,,,,
Polymer_154,Polymer,,,,,0.89196107,0.332315444,,,,,,,,,
Polymer_155,Polymer,,,,,0.884876752,0.358016945,,,,,,,,,
Polymer_156,Polymer,,,,,1.187225592,0.225341707,,,,,,,,,
Polymer_157,Polymer,,,,,1.468622958,0.149327416,,,,,,,,,
Polymer_158,Polymer,,,,,1.036462114,0.223876284,,,,,,,,,
Polymer_159,Polymer,,,,,1.516763156,0.12605159,,,,,,,,,
Polymer_160,Polymer,,,,,1.063196689,0.217537979,,,,,,,,,
Polymer_161,Polymer,,,,,0.988687181,0.231159229,,,,,,,,,
Polymer_162,Polymer,,,,,1.019792447,0.236631114,,,,,,,,,
Polymer_163,Polymer,,,,,1.047672656,0.231546443,,,,,,,,,
Polymer_164,Polymer,,,,,1.024315343,0.233892305,,,,,,,,,
Polymer_165,Polymer,,,,,1.226369324,0.143955688,,,,,,,,,
Polymer_166,Polymer,,,,,1.136336939,0.228482209,,,,,,,,,
Polymer_167,Polymer,,,,,1.110644943,0.183250902,,,,,,,,,
Polymer_168,Polymer,,,,,0.80536494,0.210797175,,,,,,,,,
Polymer_169,Polymer,,,,,0.809481605,0.234342233,,,,,,,,,
Polymer_170,Polymer,,,,,0.810410007,0.234228593,,,,,,,,,
Polymer_171,Polymer,,,,,0.81481654,0.243101437,,,,,,,,,
Polymer_172,Polymer,,,,,0.950614435,0.185319288,,,,,,,,,
Polymer_173,Polymer,,,,,1.168228212,0.196546556,,,,,,,,,
Polymer_174,Polymer,,,,,0.860408044,0.212366103,,,,,,,,,
Polymer_175,Polymer,,,,,0.894720922,0.241876535,,,,,,,,,
Polymer_176,Polymer,,,,,0.894488285,0.196699201,,,,,,,,,
Polymer_177,Polymer,,,,,0.846306645,0.229479225,,,,,,,,,
Polymer_178,Polymer,,,,,0.890516521,0.225308463,,,,,,,,,
Polymer_179,Polymer,,,,,0.896070041,0.231107263,,,,,,,,,
Polymer_180,Polymer,,,,,0.852752091,0.209246003,,,,,,,,,
Polymer_181,Polymer,,,,,1.136267031,0.267165471,,,,,,,,,
Polymer_182,Polymer,,,,,0.833803273,0.264363289,,,,,,,,,
Polymer_183,Polymer,,,,,0.817611089,0.234660455,,,,,,,,,
Polymer_184,Polymer,,,,,0.822248085,0.240918065,,,,,,,,,
Polymer_185,Polymer,,,,,0.836728393,0.232292247,,,,,,,,,
Polymer_186,Polymer,,,,,0.825624108,0.263746378,,,,,,,,,
Polymer_187,Polymer,,,,,0.829919646,0.26234017,,,,,,,,,
Polymer_188,Polymer,,,,,0.89707436,0.258406248,,,,,,,,,
Polymer_189,Polymer,,,,,0.876520821,0.229332958,,,,,,,,,
Polymer_190,Polymer,,,,,0.82434244,0.261130695,,,,,,,,,
Polymer_191,Polymer,,,,,0.816714682,0.249457925,,,,,,,,,
Polymer_192,Polymer,,,,,0.835027112,0.265949678,,,,,,,,,
Polymer_193,Polymer,,,,,0.887375098,0.251637679,,,,,,,,,
Polymer_194,Polymer,,,,,0.825542476,0.275330549,,,,,,,,,
Polymer_195,Polymer,,,,,0.818440434,0.257288867,,,,,,,,,
Polymer_196,Polymer,,,,,0.882254928,0.265537579,,,,,,,,,
Polymer_197,Polymer,,,,,0.826026958,0.27463839,,,,,,,,,
Polymer_198,Polymer,,,,,0.829569461,0.285305157,,,,,,,,,
Polymer_199,Polymer,,,,,0.830236127,0.3025418,,,,,,,,,
Polymer_200,Polymer,,,,,0.830808762,0.311086292,,,,,,,,,
Polymer_201,Polymer,,,,,0.829999326,0.296879704,,,,,,,,,
Polymer_202,Polymer,,,,,0.831539982,0.342728736,,,,,,,,,
