material_name,material_type,UTS_MPa,Elongation_pct,Elastic_Mod_MPa,Shear_Mod_MPa,Density_gcm3,Thermal_Cond,Brinell_Hard,Poisson_ratio,Max_Temp_F,Embodied_Energy,Mo_max,Ni_max,Fe_max,Ti_max,N_max
ACI-ASTM CG3M (J92999) Cast Stainless Steel,Iron Alloy,580.0,28.0,200000.0,79000.0,7.9,15.0,170.0,0.28,1020.0,56.0,4.0,13.0,70.0,0.06,0.1
EN 1.4552 (GX5CrNiNb19-11) Cast Stainless Steel,Iron Alloy,510.0,29.0,200000.0,77000.0,7.8,15.0,150.0,0.28,960.0,52.0,0.7,12.0,73.0,0.06,0.1
EN 1.4309 (GX2CrNi19-11) Cast Stainless Steel,Iron Alloy,490.0,34.0,200000.0,77000.0,7.8,15.0,140.0,0.28,960.0,45.0,0.7,12.0,73.0,0.06,0.2
"ASTM Grade HK (25Cr-20Ni,J94224) Cast Stainless Steel",Iron Alloy,500.0,11.0,200000.0,79000.0,7.8,15.0,150.0,0.27,1100.0,63.0,0.5,22.0,57.8,0.06,0.1
ACI-ASTM CF16F (J92701) Cast Stainless Steel,Iron Alloy,530.0,50.0,200000.0,77000.0,7.8,16.0,150.0,0.28,980.0,47.0,1.5,12.0,72.8,0.06,0.1
EN 1.4446 (GX2CrNiMoN17-13-4) Cast Stainless Steel,Iron Alloy,490.0,23.0,200000.0,79000.0,7.9,14.0,140.0,0.28,980.0,60.0,4.5,14.5,66.9,0.06,0.22
EN 1.4458 (GX2NiCrMo28-20-2) Cast Stainless Steel,Iron Alloy,510.0,34.0,200000.0,78000.0,8.0,16.0,150.0,0.28,1100.0,75.0,2.5,30.0,53.0,0.06,0.2
EN 1.4807 (GX40NiCrSiNb35-18) Cast Stainless Steel,Iron Alloy,480.0,4.5,190000.0,75000.0,8.0,12.0,140.0,0.29,1000.0,97.0,0.5,36.0,46.7,0.06,0.1
"ACI-ASTM CF3 (SCS19, SCS19A,J92500) Cast Stainless Steel",Iron Alloy,510.0,60.0,200000.0,77000.0,7.8,16.0,140.0,0.28,960.0,45.0,0.5,12.0,75.0,0.06,0.1
"ASTM Grade HN (20Cr-25Ni,J94213) Cast Stainless Steel",Iron Alloy,500.0,9.0,200000.0,77000.0,7.9,13.0,140.0,0.28,1080.0,66.0,0.5,27.0,57.8,0.06,0.1
EN 1.4308 (GX5CrNi19-10) Cast Stainless Steel,Iron Alloy,510.0,34.0,200000.0,77000.0,7.8,15.0,150.0,0.28,960.0,43.0,0.7,11.0,74.0,0.06,0.1
EN 1.4443 (GX4CrNiMo19-11-3) Cast Stainless Steel,Iron Alloy,490.0,34.0,200000.0,78000.0,7.9,15.0,140.0,0.28,1000.0,54.0,3.0,13.0,69.5,0.06,0.1
EN 1.4832 (GX25CrNiSi20-14) Cast Stainless Steel,Iron Alloy,510.0,11.0,200000.0,77000.0,7.8,14.0,150.0,0.28,950.0,51.0,0.5,15.0,67.4,0.06,0.1
ACI-ASTM CF16Fa Cast Stainless Steel,Iron Alloy,540.0,28.0,200000.0,77000.0,7.8,16.0,160.0,0.28,980.0,47.0,0.8,12.0,72.4,0.06,0.1
ACI-ASTM CN3M (J94652) Cast Stainless Steel,Iron Alloy,500.0,34.0,200000.0,80000.0,8.1,13.0,140.0,0.28,1100.0,80.0,5.5,27.0,52.5,0.06,0.1
EN 1.4527 (GX4NiCrCuMo30-20-4) Cast Stainless Steel,Iron Alloy,480.0,40.0,200000.0,77000.0,8.1,15.0,140.0,0.28,1100.0,78.0,3.0,30.5,48.5,0.06,0.1
EN 1.4855 (GX40CrNiSiNb24-24) Cast Stainless Steel,Iron Alloy,500.0,4.6,200000.0,77000.0,7.8,14.0,150.0,0.28,1050.0,85.0,0.5,25.0,51.9,0.06,0.1
"ACI-ASTM CK3MCuN (1.4593,J93254) Cast Stainless Steel",Iron Alloy,620.0,39.0,200000.0,80000.0,8.0,12.0,180.0,0.28,1090.0,76.0,7.0,19.5,56.3,0.06,0.24
EN 1.4859 (GX10NiCrSiNb32-20) Cast Stainless Steel,Iron Alloy,490.0,23.0,200000.0,76000.0,8.0,13.0,140.0,0.28,1050.0,88.0,0.5,33.0,49.0,0.06,0.1
EN 1.3967 (GX2CrNiMnMoNNb21-16-5-3) Cast Stainless Steel,Iron Alloy,690.0,22.0,200000.0,79000.0,7.9,39.0,200.0,0.28,1070.0,66.0,3.5,17.0,57.8,0.06,0.35
EN 1.4865 (GX40NiCrSi38-19) Cast Stainless Steel,Iron Alloy,470.0,6.8,200000.0,76000.0,8.0,12.0,140.0,0.28,1020.0,81.0,0.5,39.0,44.7,0.06,0.1
EN 1.4806 (GX40NiCrSi35-17) Cast Stainless Steel,Iron Alloy,470.0,6.8,190000.0,75000.0,8.0,12.0,140.0,0.28,1000.0,76.0,0.5,36.0,48.7,0.06,0.1
ACI-ASTM CN3MN (J94651) Cast Stainless Steel,Iron Alloy,620.0,39.0,210000.0,80000.0,8.1,13.0,180.0,0.28,1100.0,84.0,7.0,25.5,50.3,0.06,0.26
EN 1.4581 (GX5CrNiMoNb19-11-2) Cast Stainless Steel,Iron Alloy,510.0,28.0,200000.0,78000.0,7.8,15.0,150.0,0.28,990.0,59.0,2.5,12.0,71.0,0.06,0.1
EN 1.4826 (GX40CrNiSi22-10) Cast Stainless Steel,Iron Alloy,500.0,9.1,200000.0,77000.0,7.7,14.0,150.0,0.28,950.0,47.0,0.5,11.0,68.7,0.06,0.1
EN 1.3975 (GX3CrNiMnSi17-9-8) Cast Stainless Steel,Iron Alloy,660.0,27.0,190000.0,76000.0,7.5,39.0,190.0,0.28,910.0,47.0,1.0,9.0,65.4,0.06,0.18
ACI-ASTM CF3MN (J92804) Cast Stainless Steel,Iron Alloy,580.0,39.0,200000.0,78000.0,7.8,15.0,170.0,0.28,1010.0,53.0,3.0,13.0,71.9,0.06,0.2
"ACI-ASTM CF8C (SCS21,J92710) Cast Stainless Steel",Iron Alloy,530.0,40.0,200000.0,77000.0,7.8,16.0,150.0,0.28,980.0,53.0,0.5,12.0,73.0,0.06,0.1
"ASTM Grade HP (26Cr-35Ni,N08705) Cast Stainless Steel",Iron Alloy,490.0,5.1,200000.0,78000.0,7.9,12.0,140.0,0.28,1100.0,82.0,0.5,37.0,42.7,0.06,0.1
"ASTM Grade HH (25Cr-12Ni,J93503) Cast Stainless Steel",Iron Alloy,580.0,11.0,200000.0,79000.0,7.7,14.0,170.0,0.27,1100.0,53.0,0.5,14.0,64.8,0.06,0.1
"ASTM Grade HE (29Cr-9Ni,J93403) Cast Stainless Steel",Iron Alloy,670.0,10.0,200000.0,79000.0,7.7,14.0,190.0,0.27,1100.0,50.0,0.5,11.0,65.8,0.06,0.1
EN 1.4584 (GX2NiCrMoCu25-20-5) Cast Stainless Steel,Iron Alloy,500.0,34.0,200000.0,79000.0,8.1,17.0,150.0,0.28,1100.0,78.0,5.0,26.0,52.0,0.06,0.2
EN 1.4874 (GX50NiCrCo20-20-20) Cast Stainless Steel,Iron Alloy,480.0,6.7,210000.0,80000.0,8.4,13.0,140.0,0.29,1150.0,110.0,3.0,22.0,38.9,0.06,0.1
ACI-ASTM CF10SMnN (J92972) Cast Stainless Steel,Iron Alloy,660.0,34.0,190000.0,75000.0,7.5,39.0,190.0,0.28,900.0,45.0,0.7,9.0,65.4,0.06,0.18
ACI-ASTM CN7MS (J94650) Cast Stainless Steel,Iron Alloy,540.0,39.0,200000.0,77000.0,7.9,12.0,160.0,0.28,1040.0,71.0,3.0,25.0,53.5,0.06,0.1
EN 1.4408 (GX5CrNiMo19-11-2) Cast Stainless Steel,Iron Alloy,510.0,34.0,200000.0,78000.0,7.8,15.0,150.0,0.28,990.0,52.0,2.5,12.0,71.0,0.06,0.1
"ACI-ASTM CD3MCuN (ASTM A890 Grade 1C, J93373) Cast Stainless Steel",Iron Alloy,790.0,29.0,200000.0,80000.0,7.8,15.0,190.0,0.27,1100.0,54.0,3.8,6.7,65.9,0.06,0.33
EN 1.4508 (GX2CrNiMoN19-11-3) Cast Stainless Steel,Iron Alloy,570.0,34.0,200000.0,79000.0,7.9,15.0,190.0,0.28,1000.0,55.0,3.5,12.0,69.9,0.06,0.2
"ACI-ASTM CE8MN (ASTM A890 Grade 2A, J93345) Cast Stainless Steel",Iron Alloy,750.0,29.0,200000.0,80000.0,7.8,16.0,190.0,0.27,1100.0,58.0,4.5,11.0,66.4,0.06,0.3
EN 1.4490 (GX2CrNiMoN19-11-2) Cast Stainless Steel,Iron Alloy,560.0,34.0,200000.0,78000.0,7.8,15.0,190.0,0.28,990.0,52.0,2.5,12.0,70.9,0.06,0.2
"ACI-ASTM CD6MN (ASTM A890 Grade 3A, J93371) Cast Stainless Steel",Iron Alloy,730.0,28.0,200000.0,80000.0,7.7,16.0,190.0,0.27,1100.0,48.0,2.5,6.0,70.1,0.06,0.25
EN 1.3955 (GX12CrNi18-11) Cast Stainless Steel,Iron Alloy,520.0,23.0,200000.0,77000.0,7.8,15.0,190.0,0.28,930.0,45.0,0.75,12.0,73.5,0.06,0.1
EN 1.4487 (GX2CrNiN19-11) Cast Stainless Steel,Iron Alloy,560.0,34.0,200000.0,77000.0,7.8,16.0,190.0,0.28,960.0,44.0,0.7,12.0,72.9,0.06,0.2
EN 1.4469 (GX2CrNiMoN26-7-4) Cast Stainless Steel,Iron Alloy,740.0,25.0,210000.0,81000.0,7.8,17.0,190.0,0.27,1100.0,57.0,5.0,8.0,65.9,0.06,0.22
"ACI-ASTM CD4MCu (ASTM A890 Grade 1A, J93370) Cast Stainless Steel",Iron Alloy,770.0,18.0,200000.0,79000.0,7.8,17.0,190.0,0.27,1100.0,49.0,2.3,6.0,66.3,0.06,0.1
EN 1.4347 (GX4CrNiN26-7) Cast Stainless Steel,Iron Alloy,660.0,23.0,200000.0,79000.0,7.7,15.0,190.0,0.27,1100.0,44.0,0.7,7.5,69.4,0.06,0.2
EN 1.4468 (GX2CrNiMoN25-6-3) Cast Stainless Steel,Iron Alloy,730.0,25.0,200000.0,80000.0,7.8,17.0,190.0,0.27,1100.0,53.0,3.5,7.0,67.4,0.06,0.25
EN 1.4823 (GX40CrNiSi27-4) Cast Stainless Steel,Iron Alloy,620.0,3.4,200000.0,79000.0,7.6,17.0,190.0,0.27,1100.0,43.0,0.5,6.0,70.7,0.06,0.1
EN 1.4515 (GX3CrNiMoCuN26-6-3) Cast Stainless Steel,Iron Alloy,730.0,25.0,200000.0,80000.0,7.8,16.0,190.0,0.27,1100.0,53.0,3.5,7.0,66.6,0.06,0.25
EN 1.4474 (GX4CrNiMoN26-5-2) Cast Stainless Steel,Iron Alloy,670.0,23.0,200000.0,80000.0,7.7,17.0,190.0,0.27,1100.0,48.0,2.0,6.5,69.1,0.06,0.2
"ACI-ASTM CD3MN (ASTM A890 Grade 4A, J92205) Cast Stainless Steel",Iron Alloy,710.0,29.0,200000.0,79000.0,7.8,16.0,190.0,0.27,1060.0,50.0,3.5,6.5,71.9,0.06,0.3
EN 1.4417 (GX2CrNiMoN25-7-3) Cast Stainless Steel,Iron Alloy,730.0,25.0,200000.0,81000.0,7.9,17.0,190.0,0.27,1100.0,57.0,4.0,8.5,66.9,0.06,0.25
EN 1.4517 (GX2CrNiMoCuN25-6-3-3) Cast Stainless Steel,Iron Alloy,730.0,25.0,200000.0,79000.0,7.8,17.0,190.0,0.27,1100.0,53.0,3.5,7.0,65.1,0.06,0.22
EN 1.3960 (Gx2CrNiMoN18-140) Cast Stainless Steel,Iron Alloy,590.0,34.0,200000.0,78000.0,7.9,15.0,190.0,0.28,970.0,57.0,3.0,15.0,67.9,0.06,0.25
"ACI-ASTM CD4MCuN (ASTM A890 Grade 1B, J93372) Cast Stainless Steel",Iron Alloy,770.0,18.0,200000.0,79000.0,7.8,17.0,190.0,0.27,1100.0,49.0,2.3,6.0,66.3,0.06,0.25
"ACI-ASTM CD3MWCuN (ASTM A890 Grade 6A, J93380) Cast Stainless Steel",Iron Alloy,790.0,29.0,200000.0,80000.0,7.9,16.0,190.0,0.27,1100.0,58.0,4.0,8.5,65.3,0.06,0.3
EN 1.3940 (GX2CrNiN18-13) Cast Stainless Steel,Iron Alloy,540.0,34.0,200000.0,77000.0,7.8,15.0,190.0,0.28,930.0,47.0,0.7,14.0,71.4,0.06,0.2
"ACI-ASTM CE3MN (ASTM A890 Grade 5A, J93404) Cast Stainless Steel",Iron Alloy,770.0,20.0,210000.0,81000.0,7.8,15.0,190.0,0.27,1100.0,58.0,5.0,8.0,65.9,0.06,0.3
EN 1.3956 (GX4CrNiMnN22-12-5) Cast Stainless Steel,Iron Alloy,650.0,27.0,200000.0,79000.0,7.8,39.0,190.0,0.28,1080.0,68.0,3.0,13.5,62.1,0.06,0.4
EN 1.4518 (GX2CrNiMo19-11-3) Cast Stainless Steel,Iron Alloy,490.0,34.0,200000.0,79000.0,7.9,15.0,190.0,0.28,1000.0,55.0,3.5,12.0,70.0,0.06,0.1
EN 1.4470 (GX2CrNiMoN22-5-3) Cast Stainless Steel,Iron Alloy,680.0,23.0,200000.0,80000.0,7.8,18.0,190.0,0.27,1060.0,49.0,3.5,6.5,71.9,0.06,0.2
H1075 Hardened CB7Cu-1 Cast Stainless Steel,Iron Alloy,1120.0,10.0,190000.0,76000.0,7.8,17.0,310.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
H900 Hardened CB7Cu-1 Cast Stainless Steel,Iron Alloy,1310.0,5.7,190000.0,76000.0,7.8,17.0,420.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
H925 Hardened CB7Cu-1 Cast Stainless Steel,Iron Alloy,1350.0,5.7,190000.0,76000.0,7.8,17.0,420.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
EN 1.4542 (X5CrNiCuNb16-4) Stainless Steel,Iron Alloy,880.0,5.7,190000.0,76000.0,7.8,16.0,190.0,0.28,860.0,39.0,0.6,5.0,79.0,0.06,0.1
H1100 Hardened CB7Cu-1 Cast Stainless Steel,Iron Alloy,1040.0,10.0,190000.0,76000.0,7.8,17.0,300.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
H1025 Hardened CB7Cu-1 Cast Stainless Steel,Iron Alloy,1160.0,10.0,190000.0,76000.0,7.8,17.0,350.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
ACI-ASTM CB7Cu-2 (J92110) Cast Stainless Steel,Iron Alloy,960.0,5.7,190000.0,75000.0,7.8,17.0,360.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
"UNS S15500 (15-5 PH, 1.4545,XM-12) Stainless Steel",Iron Alloy,890.0,6.8,190000.0,75000.0,7.8,17.0,360.0,0.28,820.0,39.0,0.7,5.5,79.9,0.06,0.1
AWS E630 (W37410) Weld Metal,Iron Alloy,1040.0,8.0,190000.0,76000.0,7.8,17.0,190.0,0.28,440.0,40.0,0.75,5.0,75.9,0.06,0.1
"UNS S17400 (17-4 PH,Alloy 630) Stainless Steel",Iron Alloy,910.0,11.0,190000.0,75000.0,7.8,17.0,360.0,0.28,850.0,39.0,0.7,5.0,78.9,0.06,0.1
H1150 Hardened CB7Cu-1 Cast Stainless Steel,Iron Alloy,960.0,11.0,190000.0,76000.0,7.8,17.0,300.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
EN 1.4525 (GX5CrNiCu16-4) Cast Stainless Steel,Iron Alloy,1030.0,5.6,190000.0,76000.0,7.8,18.0,190.0,0.28,860.0,39.0,0.8,5.5,79.0,0.06,0.05
H900 Hardened CB7Cu-2 Cast Stainless Steel,Iron Alloy,1310.0,5.7,190000.0,75000.0,7.8,17.0,420.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
H1075 Hardened CB7Cu-2 Cast Stainless Steel,Iron Alloy,1120.0,10.0,190000.0,75000.0,7.8,17.0,310.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
ACI-ASTM CB7Cu-1 (J92180) Cast Stainless Steel,Iron Alloy,960.0,5.7,190000.0,76000.0,7.8,17.0,360.0,0.28,440.0,38.0,0.7,4.6,78.4,0.06,0.05
H1100 Hardened CB7Cu-2 Cast Stainless Steel,Iron Alloy,1040.0,10.0,190000.0,75000.0,7.8,17.0,300.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
EN 1.4594 (X5CrNiMoCuNb14-5) Stainless Steel,Iron Alloy,1020.0,11.0,200000.0,76000.0,7.9,16.0,190.0,0.28,820.0,45.0,2.0,6.0,79.5,0.06,0.1
H1150 Hardened CB7Cu-2 Cast Stainless Steel,Iron Alloy,960.0,11.0,190000.0,75000.0,7.8,17.0,300.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
H1025 Hardened CB7Cu-2 Cast Stainless Steel,Iron Alloy,1160.0,10.0,190000.0,75000.0,7.8,17.0,350.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
H925 Hardened CB7Cu-2 Cast Stainless Steel,Iron Alloy,1350.0,5.7,190000.0,75000.0,7.8,17.0,420.0,0.28,440.0,38.0,0.7,5.5,79.0,0.06,0.05
"UNS S45000 (Alloy 450,XM-25) Stainless Steel",Iron Alloy,980.0,6.8,200000.0,76000.0,7.8,17.0,345.0,0.28,840.0,39.0,1.0,7.0,79.3,0.06,0.1
Grade 350 Maraging Steel,Iron Alloy,1140.0,4.1,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,74.0,5.2,19.0,64.6,1.6,0.1
Annealed Grade 200 Maraging Steel,Iron Alloy,970.0,18.0,190000.0,74000.0,8.2,39.0,190.0,0.3,440.0,59.0,3.5,19.0,71.8,0.25,0.1
Grade 250 Maraging Steel,Iron Alloy,970.0,7.3,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,65.0,5.2,19.0,71.1,0.5,0.1
Aged Grade 200 Maraging Steel,Iron Alloy,1500.0,9.1,190000.0,74000.0,8.2,39.0,190.0,0.3,440.0,59.0,3.5,19.0,71.8,0.25,0.1
Grade 300 Maraging Steel,Iron Alloy,1030.0,6.5,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,68.0,5.2,19.0,68.4,0.8,0.1
Annealed Grade 250 Maraging Steel,Iron Alloy,970.0,17.0,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,65.0,5.2,19.0,71.1,0.5,0.1
Grade 200 Maraging Steel,Iron Alloy,970.0,9.1,190000.0,74000.0,8.2,39.0,190.0,0.3,440.0,59.0,3.5,19.0,71.8,0.25,0.1
ASTM A182 Grade F10 (S33100) Steel,Iron Alloy,630.0,34.0,190000.0,74000.0,7.9,39.0,190.0,0.29,600.0,51.0,0.7,22.0,72.4,0.06,0.1
Aged Grade 250 Maraging Steel,Iron Alloy,1800.0,7.3,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,65.0,5.2,19.0,71.1,0.5,0.1
Annealed Grade 300 Maraging Steel,Iron Alloy,1030.0,18.0,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,68.0,5.2,19.0,68.4,0.8,0.1
Aged Grade 300 Maraging Steel,Iron Alloy,2030.0,6.5,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,68.0,5.2,19.0,68.4,0.8,0.1
UNS K93500 Low Expansion Alloy,Iron Alloy,490.0,20.0,190000.0,72000.0,8.2,39.0,190.0,0.3,440.0,65.0,0.7,32.0,63.0,0.1,0.1
"ASTM F15 (1.3981,K94610) Fe-Ni-Co Sealing Alloy",Iron Alloy,520.0,20.0,190000.0,73000.0,8.3,17.0,190.0,0.3,440.0,71.0,0.2,30.0,56.0,0.1,0.1
Annealed Grade 350 Maraging Steel,Iron Alloy,1140.0,18.0,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,74.0,5.2,19.0,64.6,1.6,0.1
Aged Grade 350 Maraging Steel,Iron Alloy,2420.0,4.1,190000.0,75000.0,8.2,39.0,190.0,0.3,440.0,74.0,5.2,19.0,64.6,1.6,0.1
AWS E309H Weld Metal,Iron Alloy,620.0,34.0,200000.0,78000.0,7.8,15.0,190.0,0.27,440.0,52.0,0.75,14.0,65.5,0.06,0.1
AWS E310 (W31010) Weld Metal,Iron Alloy,620.0,34.0,200000.0,79000.0,7.9,14.0,190.0,0.27,440.0,65.0,0.75,22.5,53.9,0.06,0.1
AWS E310Nb (W31017) Weld Metal,Iron Alloy,620.0,29.0,200000.0,79000.0,7.9,14.0,190.0,0.28,440.0,76.0,0.75,22.0,53.3,0.06,0.1
AWS E2209 (W39209) Weld Metal,Iron Alloy,770.0,23.0,200000.0,79000.0,7.8,16.0,190.0,0.28,440.0,55.0,3.5,10.5,66.9,0.06,0.2
AWS E316H Weld Metal,Iron Alloy,580.0,34.0,200000.0,78000.0,7.9,15.0,190.0,0.28,440.0,55.0,3.0,14.0,69.5,0.06,0.1
AWS E410NiMo (W41016) Weld Metal,Iron Alloy,850.0,17.0,190000.0,76000.0,7.8,24.0,190.0,0.28,440.0,34.0,0.7,5.0,84.6,0.06,0.1
AWS E2553 (W39553) Weld Metal,Iron Alloy,850.0,17.0,200000.0,80000.0,7.8,16.0,190.0,0.27,440.0,56.0,3.9,8.5,64.5,0.06,0.25
AWS E2595 (W39595) Weld Metal,Iron Alloy,850.0,17.0,200000.0,80000.0,7.9,16.0,190.0,0.27,440.0,61.0,4.5,10.5,64.5,0.06,0.3
AWS E318 (W31910) Weld Metal,Iron Alloy,620.0,29.0,200000.0,78000.0,7.9,15.0,190.0,0.28,440.0,62.0,3.0,14.0,69.5,0.06,0.1
AWS E3155 (W73155) Weld Metal,Iron Alloy,770.0,23.0,210000.0,81000.0,8.4,13.0,190.0,0.29,440.0,110.0,3.5,21.0,36.3,0.06,0.1
AWS E2593 (W39593) Weld Metal,Iron Alloy,850.0,17.0,200000.0,80000.0,7.8,16.0,190.0,0.27,440.0,59.0,3.9,10.5,62.5,0.06,0.25
AWS E385 (W88904) Weld Metal,Iron Alloy,580.0,34.0,200000.0,79000.0,8.1,14.0,190.0,0.28,440.0,79.0,5.2,26.0,50.1,0.06,0.1
AWS E317 (W31710) Weld Metal,Iron Alloy,620.0,34.0,200000.0,79000.0,7.9,15.0,190.0,0.28,440.0,59.0,4.0,14.0,66.5,0.06,0.1
AWS E316LMn (W31622) Weld Metal,Iron Alloy,620.0,23.0,200000.0,79000.0,7.9,39.0,190.0,0.28,440.0,64.0,3.5,18.0,59.4,0.06,0.25
AWS E330H (W88335) Weld Metal,Iron Alloy,690.0,11.0,190000.0,76000.0,8.1,12.0,190.0,0.29,440.0,76.0,0.75,37.0,51.7,0.06,0.1
AWS E308Mo (W30820) Weld Metal,Iron Alloy,620.0,40.0,200000.0,78000.0,7.9,16.0,190.0,0.28,440.0,53.0,3.0,12.0,70.5,0.06,0.1
AWS E320LR (W88022) Weld Metal,Iron Alloy,580.0,34.0,200000.0,77000.0,8.2,39.0,190.0,0.28,440.0,87.0,3.0,36.0,42.5,0.06,0.1
AWS E347 (W34710) Weld Metal,Iron Alloy,580.0,34.0,200000.0,77000.0,7.8,16.0,190.0,0.28,440.0,53.0,0.75,11.0,72.5,0.06,0.1
AWS E2594 (W39594) Weld Metal,Iron Alloy,850.0,17.0,210000.0,81000.0,7.8,16.0,190.0,0.27,440.0,60.0,4.5,10.5,63.8,0.06,0.3
AWS E308 (W30810) Weld Metal,Iron Alloy,620.0,40.0,200000.0,78000.0,7.8,16.0,190.0,0.28,440.0,46.0,0.75,11.0,72.5,0.06,0.1
AWS E330 (W88331) Weld Metal,Iron Alloy,580.0,29.0,190000.0,76000.0,8.1,12.0,190.0,0.29,440.0,75.0,0.75,37.0,51.8,0.06,0.1
AWS E349 (W34910) Weld Metal,Iron Alloy,770.0,29.0,200000.0,78000.0,7.9,15.0,190.0,0.28,440.0,72.0,0.65,10.0,71.1,0.15,0.1
AWS E310Mo (W31020) Weld Metal,Iron Alloy,620.0,34.0,200000.0,80000.0,7.9,14.0,190.0,0.27,440.0,71.0,3.0,22.0,52.0,0.06,0.1
AWS E309Nb (W30917) Weld Metal,Iron Alloy,620.0,34.0,200000.0,78000.0,7.8,15.0,190.0,0.28,440.0,64.0,0.75,14.0,64.8,0.06,0.1
AWS E309LMo (W30923) Weld Metal,Iron Alloy,580.0,34.0,200000.0,79000.0,7.9,15.0,190.0,0.28,440.0,59.0,3.0,14.0,63.5,0.06,0.1
AWS E317L (W31713) Weld Metal,Iron Alloy,580.0,34.0,200000.0,79000.0,7.9,15.0,190.0,0.28,440.0,59.0,4.0,14.0,66.5,0.06,0.1
AWS E410 (W41010) Weld Metal,Iron Alloy,580.0,23.0,190000.0,76000.0,7.8,28.0,190.0,0.28,440.0,28.0,0.75,0.7,89.0,0.06,0.1
AWS E33-31 (W33310) Weld Metal,Iron Alloy,810.0,29.0,210000.0,81000.0,7.9,39.0,190.0,0.27,440.0,86.0,2.0,32.0,34.8,0.06,0.5
AWS E320 (W88021) Weld Metal,Iron Alloy,620.0,34.0,200000.0,77000.0,8.2,39.0,190.0,0.28,440.0,91.0,3.0,36.0,43.5,0.06,0.1
AWS E209 (W32210) Weld Metal,Iron Alloy,770.0,17.0,200000.0,79000.0,7.8,39.0,190.0,0.28,440.0,63.0,3.0,12.0,64.3,0.06,0.3
AWS E16-8-2 (W36810) Weld Metal,Iron Alloy,620.0,40.0,200000.0,77000.0,7.9,16.0,190.0,0.28,440.0,45.0,2.0,9.5,76.5,0.06,0.1
AWS E430 (W43010) Weld Metal,Iron Alloy,500.0,23.0,200000.0,77000.0,7.7,25.0,190.0,0.28,440.0,31.0,0.75,0.6,85.0,0.06,0.1
AWS E312 (W31310) Weld Metal,Iron Alloy,740.0,25.0,200000.0,80000.0,7.7,39.0,190.0,0.27,440.0,52.0,0.75,10.5,63.5,0.06,0.1
AWS E308H Weld Metal,Iron Alloy,620.0,40.0,200000.0,77000.0,7.8,16.0,190.0,0.28,440.0,46.0,0.75,11.0,72.5,0.06,0.1
AWS E309L (W30913) Weld Metal,Iron Alloy,580.0,34.0,200000.0,79000.0,7.8,15.0,190.0,0.27,440.0,52.0,0.75,14.0,65.5,0.06,0.1
AWS E316L (W31613) Weld Metal,Iron Alloy,550.0,34.0,200000.0,78000.0,7.9,15.0,190.0,0.28,440.0,55.0,3.0,14.0,69.5,0.06,0.1
AWS E307 (W30710) Weld Metal,Iron Alloy,660.0,34.0,200000.0,78000.0,7.8,15.0,190.0,0.28,440.0,49.0,1.5,10.7,69.2,0.06,0.1
AWS E219 (W32310) Weld Metal,Iron Alloy,690.0,17.0,200000.0,78000.0,7.7,14.0,190.0,0.28,440.0,44.0,0.75,7.0,67.4,0.06,0.3
AWS E308LMo (W30823) Weld Metal,Iron Alloy,580.0,40.0,200000.0,78000.0,7.9,16.0,190.0,0.28,440.0,53.0,3.0,12.0,70.5,0.06,0.1
AWS E308L (W30813) Weld Metal,Iron Alloy,580.0,40.0,200000.0,78000.0,7.8,16.0,190.0,0.28,440.0,46.0,0.75,11.0,72.5,0.06,0.1
AWS E240 (W32410) Weld Metal,Iron Alloy,770.0,17.0,200000.0,77000.0,7.7,15.0,190.0,0.28,440.0,42.0,0.75,6.0,68.4,0.06,0.3
AWS E309Mo (W30920) Weld Metal,Iron Alloy,620.0,34.0,200000.0,79000.0,7.9,15.0,190.0,0.28,440.0,59.0,3.0,14.0,63.5,0.06,0.1
AWS E310H (W31015) Weld Metal,Iron Alloy,690.0,11.0,200000.0,79000.0,7.9,14.0,190.0,0.27,440.0,65.0,0.75,22.5,53.7,0.06,0.1
AWS E409Nb (W40910) Weld Metal,Iron Alloy,500.0,23.0,190000.0,76000.0,7.8,25.0,190.0,0.28,440.0,42.0,0.75,0.6,88.5,0.06,0.1
